tesperaatracacao,,
0,tesperaatracacao,1
1,0,311
2,29,5
3,1,68
4,16,16
5,38,3
6,7,29
7,2,58
8,10,26
9,18,8
10,60,2
11,204,1
12,65,1
13,20,10
14,126,2
15,12,21
16,23,9
17,6,36
18,53,2
19,97,1
20,3,53
21,9,28
22,31,6
23,8,29
24,50,1
25,55,1
26,72,2
27,94,1
28,5,39
29,33,2
30,4,46
31,21,10
32,34,3
33,15,14
34,30,2
35,14,21
36,26,6
37,28,2
38,13,13
39,37,2
40,32,6
41,46,3
42,98,1
43,17,13
44,36,2
45,19,9
46,11,18
47,78,1
48,35,1
49,45,2
50,22,3
51,66,3
52,58,4
53,91,1
54,83,1
55,27,4
56,39,1
57,48,2
58,25,10
59,24,6
60,104,1
61,59,1
62,41,2
63,64,1
64,47,4
65,49,1
66,57,1
67,63,1
68,77,2
69,84,1
70,42,1
71,71,1
72,61,1
