pesocargabruta,,
0,pesocargabruta,1
1,2000,2
2,6213,1
3,109,1
4,12329,1
5,13449,1
6,17187,1
7,17307,1
8,6468,1
9,17229,1
10,7939,1
11,13255,1
12,4338,1
13,335,1
14,4046,1
15,631,2
16,2,1
17,17199,1
18,17489,1
19,5764,1
20,11234,1
21,6701,1
22,15739,1
23,25367,1
24,34511,1
25,16843,1
26,25104,1
27,26840,1
28,25945,1
29,0,1
30,16891,1
31,5448,1
32,5550,1
33,31629,1
34,7116,1
35,17061,1
36,10625,1
37,30619,1
38,25401,1
39,14038,1
40,13348,1
41,11860,1
42,2378,1
43,953,4
44,9847,1
45,17350,1
46,17513,1
47,17636,1
48,14137,1
49,19712,1
50,9026,1
51,25068,1
52,7017,1
53,800,1
54,4881,1
55,7274,1
56,7878,1
57,27876,1
58,25155,1
59,20625,1
60,53540,1
61,52086,1
62,1426,2
63,839,3
64,1740,2
65,1327,1
66,716,3
67,1732,1
68,1343,1
69,945,4
70,874,1
71,1516,1
72,1599,1
73,1431,2
74,807,2
75,685,2
76,769,2
77,869,2
78,928,1
79,1435,1
80,861,2
81,933,2
82,1501,1
83,994,2
84,1025,1
85,1070,1
86,926,2
87,1536,1
88,745,5
89,1556,1
90,1694,3
91,868,2
92,770,2
93,812,2
94,792,1
95,969,2
96,851,1
97,758,2
98,710,1
99,1519,3
100,937,1
101,1673,2
102,919,1
103,784,3
104,1469,1
105,867,2
106,1601,3
107,824,3
108,803,2
109,1627,1
110,707,1
111,790,2
112,834,2
113,1915,1
114,1073,1
115,983,2
116,1602,1
117,950,1
118,1903,1
119,849,4
120,774,2
121,1111,1
122,1615,1
123,658,1
124,1699,1
125,760,1
126,909,2
127,767,2
128,1692,1
129,1326,2
130,1263,1
131,1961,1
132,1735,1
133,885,2
134,739,1
135,887,1
136,775,2
137,1614,1
138,1583,2
139,1625,1
140,1084,2
141,1715,2
142,712,1
143,1515,2
144,964,2
145,1419,5
146,723,4
147,1575,2
148,958,1
149,1061,1
150,734,2
151,785,5
152,1580,4
153,1552,1
154,659,1
155,1451,2
156,688,3
157,1640,1
158,975,1
159,1047,1
160,1054,1
161,1819,2
162,1783,2
163,847,3
164,1478,2
165,1220,3
166,821,1
167,752,1
168,1499,1
169,891,3
170,818,3
171,873,2
172,1377,1
173,709,2
174,838,4
175,1677,1
176,1621,1
177,787,6
178,1790,1
179,603,1
180,1672,3
181,622,1
182,789,3
183,708,2
184,704,1
185,1551,1
186,1504,1
187,1705,1
188,726,3
189,1559,1
190,1600,1
191,772,1
192,879,4
193,817,2
194,825,1
195,985,3
196,777,2
197,782,4
198,925,1
199,732,1
200,661,1
201,1572,2
202,841,1
203,1576,1
204,1586,2
205,1295,3
206,754,2
207,832,2
208,1540,1
209,1765,1
210,1123,1
211,858,2
212,1527,1
213,1718,2
214,1482,3
215,574,1
216,931,2
217,1468,2
218,1476,2
219,1517,1
220,663,2
221,1793,2
222,843,2
223,848,1
224,1736,2
225,1505,1
226,1167,2
227,1589,1
228,823,4
229,1530,3
230,906,3
231,837,1
232,1871,1
233,1554,4
234,1786,2
235,1608,1
236,917,1
237,955,1
238,1607,1
239,883,3
240,1744,1
241,748,1
242,1643,1
243,1827,1
244,1569,1
245,677,2
246,1563,1
247,1775,1
248,1486,1
249,954,1
250,826,3
251,1545,2
252,1646,2
253,759,2
254,1609,2
255,1702,1
256,1254,1
257,1415,1
258,1456,1
259,761,1
260,1461,1
261,1784,1
262,727,2
263,793,3
264,806,4
265,741,1
266,1904,1
267,1604,2
268,970,1
269,935,2
270,1725,2
271,828,1
272,1392,2
273,1863,1
274,819,1
275,827,2
276,840,1
277,1337,1
278,1024,1
279,695,3
280,1268,1
281,1492,4
282,946,1
283,1837,1
284,1797,3
285,831,2
286,884,3
287,1730,2
288,853,2
289,1649,2
290,1396,1
291,1555,1
292,1659,1
293,706,2
294,1856,1
295,907,2
296,886,2
297,864,2
298,714,2
299,1679,2
300,936,1
301,1747,1
302,1772,2
303,1728,1
304,1778,2
305,897,2
306,1584,1
307,1432,3
308,1531,1
309,988,1
310,1524,1
311,1330,1
312,878,1
313,960,2
314,1802,1
315,744,1
316,1727,1
317,1349,1
318,629,1
319,689,1
320,1441,2
321,1761,1
322,1455,3
323,894,1
324,1490,1
325,1534,1
326,646,1
327,957,1
328,881,1
329,679,1
330,757,1
331,1434,2
332,718,1
333,776,1
334,729,1
335,1321,3
336,1346,1
337,1711,1
338,765,2
339,701,1
340,903,1
341,1813,1
342,863,1
343,852,1
344,815,1
345,914,1
346,605,1
347,1663,2
348,731,2
349,796,1
350,1606,1
351,1550,1
352,1553,1
353,1338,3
354,711,1
355,1754,1
356,1696,1
357,995,1
358,836,1
359,1564,2
360,1568,1
361,1055,1
362,1421,1
363,1234,1
364,2051,1
365,1597,1
366,1511,1
367,1748,1
368,1408,1
369,1729,1
370,1109,1
371,1897,1
372,1605,3
373,1018,1
374,1309,1
375,1829,1
376,1171,1
377,1698,2
378,1865,2
379,1513,1
380,1814,1
381,1894,1
382,1375,1
383,1667,2
384,1710,1
385,1594,2
386,1233,1
387,1281,2
388,1414,1
389,1320,2
390,1502,1
391,1738,1
392,1642,1
393,1422,2
394,1779,1
395,1301,2
396,1720,1
397,1340,1
398,1372,1
399,1262,2
400,1641,2
401,1175,1
402,1464,1
403,1484,2
404,1838,1
405,1680,1
406,1809,1
407,1189,1
408,1887,1
409,1150,1
410,1753,1
411,1921,1
412,1098,1
413,1532,1
414,990,2
415,1799,1
416,1612,1
417,1361,1
418,1311,1
419,1893,1
420,1147,1
421,1407,1
422,1818,1
423,1756,1
424,1246,3
425,1724,1
426,1424,1
427,1533,1
428,1953,1
429,1257,1
430,1757,2
431,1385,1
432,1102,1
433,1403,1
434,1907,2
435,1510,1
436,1142,1
437,1495,1
438,2014,1
439,1777,2
440,1188,1
441,1129,1
442,1386,2
443,1830,1
444,1613,4
445,1345,1
446,1800,1
447,1590,2
448,1634,1
449,1746,1
450,1701,3
451,1546,2
452,1467,1
453,1420,1
454,1410,2
455,1015,1
456,1889,1
457,1169,1
458,1251,3
459,1144,1
460,1239,1
461,1100,1
462,1436,2
463,1122,1
464,1318,1
465,1354,1
466,1163,1
467,1319,2
468,1425,1
469,1157,2
470,1429,1
471,1222,2
472,1362,1
473,1825,1
474,1848,1
475,1036,1
476,1357,1
477,1537,1
478,1633,1
479,1682,1
480,1212,2
481,1334,1
482,1092,1
483,1227,1
484,1060,1
485,1248,1
486,1063,1
487,1457,1
488,1839,1
489,1333,1
490,1203,2
491,1585,1
492,1219,1
493,1315,1
494,1087,1
495,1170,1
496,1137,2
497,1928,1
498,1713,1
499,1259,2
500,1901,1
501,1181,1
502,1184,1
503,1739,1
504,1769,2
505,1466,1
506,1652,1
507,1342,1
508,1226,1
509,1269,1
510,1506,1
511,1258,2
512,1364,1
513,1323,1
514,1539,1
515,996,1
516,1154,1
517,1806,1
518,1494,2
519,1781,1
520,1557,1
521,1235,2
522,1676,1
523,1872,1
524,1648,2
525,1726,1
526,1348,1
527,1215,1
528,1487,1
529,1209,1
530,1271,1
531,1558,1
532,1405,1
533,1231,1
534,1774,1
535,1869,1
536,1335,2
537,791,5
538,1075,1
539,871,1
540,801,3
541,649,1
542,943,2
543,833,1
544,700,1
545,930,1
546,719,2
547,860,2
548,1027,2
549,664,2
550,862,1
551,811,1
552,908,1
553,989,1
554,645,1
555,965,2
556,795,2
557,1657,1
558,691,1
559,736,2
560,1083,1
561,654,1
562,756,1
563,771,2
564,835,3
565,753,1
566,724,2
567,798,2
568,859,1
569,808,1
570,627,1
571,794,1
572,694,1
573,735,1
574,648,1
575,705,1
576,728,1
577,742,1
578,905,1
579,669,1
580,750,1
581,842,2
582,932,1
583,733,1
584,681,1
585,797,1
586,816,2
587,788,1
588,715,1
589,451,1
590,889,2
591,974,1
592,952,2
593,683,1
594,697,1
595,855,1
596,606,1
597,609,1
598,747,2
599,1038,1
600,810,1
601,918,1
602,901,1
603,686,2
604,822,1
605,621,1
606,619,2
607,829,1
608,773,2
609,783,1
610,597,1
611,991,1
612,702,1
613,799,1
614,762,1
615,696,1
616,682,1
617,623,1
618,1019,1
619,780,1
620,880,1
621,768,1
622,678,1
623,665,1
624,703,1
625,737,1
626,713,1
627,911,1
628,877,1
629,904,1
630,717,1
631,657,1
632,730,1
633,778,1
634,563,1
635,674,1
636,804,1
637,1912,1
638,1433,1
639,1885,1
640,1042,1
641,1760,1
642,1626,1
643,1438,1
644,1035,1
645,1272,1
646,1523,1
647,1898,1
648,1347,2
649,1509,1
650,962,1
651,967,1
652,1138,1
653,1892,1
654,1031,1
655,1691,1
656,1944,1
657,1768,1
658,963,1
659,1303,1
660,1039,1
661,1266,1
662,1104,1
663,1548,1
664,1124,1
665,1719,1
666,1452,1
667,1416,1
668,1496,1
669,1287,1
670,1282,1
671,1195,1
672,1394,1
673,1665,2
674,1541,1
675,1288,3
676,1983,1
677,1655,1
678,1306,1
679,1446,1
680,1417,1
681,1497,1
682,1543,1
683,1202,1
684,1370,1
685,1723,1
686,1108,1
687,1477,1
688,1229,1
689,1807,2
690,1566,1
691,1299,1
692,1237,1
693,1131,1
694,1650,1
695,1180,1
696,1934,1
697,1570,1
698,1030,1
699,1228,1
700,1480,1
701,1192,1
702,1204,1
703,1127,1
704,1276,1
705,1664,1
706,1236,1
707,1153,1
708,1336,1
709,2003,1
710,1508,1
711,1764,1
712,1363,1
713,1668,1
714,1296,1
715,1518,1
716,1353,1
717,1882,1
718,1278,1
